fixed acidity	volatile acidity	citric acid	residual sugar	alcohol	quality	total	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates
6.7	0.2	0.24	6.5	10.2	6	156.32748	0.044000000000000004	28.0	100.0	0.9934799999999999	3.12	0.33
7.1	0.45	0.24	2.7	13.4	8	139.23861999999997	0.04	24.0	87.0	0.98862	2.94	0.38
5.8	0.22	0.29	1.3	12.6	6	117.82464999999999	0.036000000000000004	25.0	68.0	0.98865	3.24	0.35
6.3	0.3	0.48	7.4	9.8	5	212.03772	0.053	34.0	149.0	0.99472	3.18	0.53
7.9	0.36	0.53	12.9	9.1	5	237.22691999999998	0.049	63.0	139.0	0.99792	2.94	0.45
8.1	0.27	0.33	1.3	12.4	6	152.85566	0.045	26.0	100.0	0.99066	2.98	0.44
8.0	0.24	0.33	1.2	12.5	6	155.76435000000004	0.044000000000000004	28.0	101.0	0.99035	3.03	0.43
6.7	0.41	0.27	2.6	11.7	6	136.09386	0.033	25.0	85.0	0.9908600000000001	3.05	0.34
6.7	0.24	0.31	2.3	12.9	6	177.23413000000002	0.044000000000000004	37.0	113.0	0.99013	3.29	0.46
6.2	0.3	0.32	1.3	10.1	5	232.99666000000002	0.054000000000000006	27.0	183.0	0.99266	3.3	0.43
6.9	0.26	0.38	10.5	10.3	6	204.93917000000002	0.044000000000000004	33.0	139.0	0.9951700000000001	3.06	0.5
6.7	0.41	0.27	2.6	11.7	6	136.09386	0.033	25.0	85.0	0.9908600000000001	3.05	0.34
5.9	0.32	0.2	14.4	10.3	6	208.81666	0.05	29.0	144.0	0.99666	3.24	0.41
6.1	0.25	0.3	1.2	10.8	7	172.577	0.036000000000000004	42.0	107.0	0.991	3.34	0.56
5.6	0.23	0.29	3.1	11.2	6	133.19368	0.023	19.0	89.0	0.9906799999999999	3.25	0.51
6.6	0.23	0.32	1.7	11.8	6	153.55483999999998	0.024	26.0	102.0	0.9908399999999999	3.29	0.6
6.0	0.17	0.21	6.0	9.8	6	186.84390000000002	0.05	26.0	134.0	0.9939	3.08	0.54
7.1	0.38	0.42	11.8	10.0	6	259.26724	0.040999999999999995	32.0	193.0	0.99624	3.04	0.49
6.6	0.31	0.37	6.2	8.8	4	203.95801999999998	0.052000000000000005	13.0	164.0	0.9960200000000001	3.24	0.39
6.5	0.38	0.53	1.4	10.1	4	97.70459999999999	0.142	5.0	69.0	0.9926	3.14	0.52
7.0	0.44	0.24	12.1	9.5	5	311.88318	0.055999999999999994	68.0	210.0	0.99718	3.05	0.5
7.0	0.44	0.24	12.1	9.5	5	311.88318	0.055999999999999994	68.0	210.0	0.99718	3.05	0.5
7.0	0.44	0.24	12.1	9.5	5	311.88318	0.055999999999999994	68.0	210.0	0.99718	3.05	0.5
6.1	0.38	0.14	3.9	9.2	4	164.18344	0.06	27.0	113.0	0.99344	3.07	0.34
8.0	0.33	0.32	4.6	12.2	6	241.14283999999998	0.040999999999999995	31.0	180.0	0.9918399999999999	2.92	0.74
7.0	0.44	0.24	12.1	9.5	5	311.88318	0.055999999999999994	68.0	210.0	0.99718	3.05	0.5
6.0	0.19	0.29	1.2	11.3	6	144.76633	0.046	29.0	92.0	0.9903299999999999	3.22	0.53
6.3	0.28	0.34	8.1	12.1	6	204.70048	0.038	44.0	129.0	0.9924799999999999	3.26	0.29
6.1	0.38	0.14	3.9	9.2	4	164.18344	0.06	27.0	113.0	0.99344	3.07	0.34
5.3	0.43	0.11	1.1	11.2	4	80.14976000000001	0.028999999999999998	6.0	51.0	0.9907600000000001	3.51	0.48
5.4	0.22	0.35	6.5	12.5	7	142.71992	0.028999999999999998	26.0	87.0	0.99092	3.29	0.44
6.2	0.345	0.27	10.1	10.6	5	257.43586	0.055999999999999994	38.0	187.0	0.9948600000000001	3.31	0.56
5.6	0.255	0.57	10.7	10.4	7	269.43564	0.055999999999999994	66.0	171.0	0.99464	3.25	0.61
5.2	0.2	0.27	3.2	10.1	7	132.97935	0.047	16.0	93.0	0.99235	3.44	0.53
6.2	0.29	0.23	12.4	9.9	6	267.73411999999996	0.048	33.0	201.0	0.9961200000000001	3.11	0.56
6.3	0.26	0.25	5.2	11.0	6	171.69801999999999	0.046	11.0	133.0	0.9920200000000001	2.97	0.68
6.0	0.22	0.23	5.0	10.0	6	158.05760999999998	0.045	10.0	122.0	0.99261	2.94	0.63
7.5	0.35	0.37	2.5	12.7	6	146.03563999999997	0.066	29.0	89.0	0.98964	3.14	0.42
6.6	0.39	0.28	9.2	12.1	6	135.01806	0.036000000000000004	10.0	92.0	0.99206	3.07	0.35
6.3	0.23	0.33	6.9	10.4	6	169.89579999999998	0.052000000000000005	23.0	118.0	0.9938	3.23	0.46
6.3	0.22	0.3	2.0	10.4	6	166.97204000000002	0.05	23.0	120.0	0.9920399999999999	3.24	0.47
6.4	0.29	0.18	15.0	9.2	5	172.74736	0.04	21.0	116.0	0.99736	3.14	0.5
6.4	0.29	0.18	15.0	9.2	5	172.74736	0.04	21.0	116.0	0.99736	3.14	0.5
7.5	0.23	0.3	1.2	10.5	5	131.48192	0.03	27.0	80.0	0.99192	3.05	0.68
6.4	0.29	0.18	15.0	9.2	5	172.74736	0.04	21.0	116.0	0.99736	3.14	0.5
5.7	0.28	0.36	1.8	11.9	7	153.32102	0.040999999999999995	38.0	90.0	0.9900200000000001	3.27	0.98
6.5	0.26	0.24	10.8	10.1	6	209.41800000000003	0.042	47.0	130.0	0.996	3.08	0.4
6.4	0.27	0.29	3.9	11.1	6	228.67637	0.034	62.0	140.0	0.9923700000000001	3.1	0.59
5.9	0.22	0.29	4.2	10.8	7	239.30914	0.037000000000000005	69.0	144.0	0.9921399999999999	3.13	0.74
6.8	0.26	0.26	2.0	11.8	6	121.25940999999999	0.019	23.5	72.0	0.99041	3.16	0.47
7.6	0.36	0.48	13.5	9.2	5	195.69619999999998	0.038	44.0	116.0	0.9982	3.04	0.48
7.6	0.35	0.47	13.3	9.2	5	193.49522	0.037000000000000005	42.0	116.0	0.9982200000000001	3.04	0.5
5.7	0.18	0.26	2.2	12.3	6	141.2623	0.023	21.0	95.0	0.9893	3.07	0.54
6.6	0.36	0.47	1.4	10.1	6	173.71774000000002	0.145	26.0	124.0	0.99274	3.09	0.56
5.9	0.14	0.2	1.6	11.4	6	163.97105	0.04	26.0	114.0	0.99105	3.25	0.45
5.5	0.23	0.19	2.2	10.4	6	223.17609000000002	0.044000000000000004	39.0	161.0	0.9920899999999999	3.19	0.43
6.7	0.11	0.26	14.8	9.8	6	175.26976	0.053	44.0	95.0	0.9967600000000001	3.2	0.35
7.0	0.24	0.24	1.8	9.9	6	143.94951	0.047	29.0	91.0	0.99251	3.3	0.43
6.7	0.11	0.26	14.8	9.8	6	175.26976	0.053	44.0	95.0	0.9967600000000001	3.2	0.35
5.3	0.47	0.1	1.3	11.2	4	108.41682000000002	0.036000000000000004	11.0	74.0	0.99082	3.48	0.54
7.5	0.29	0.24	9.9	10.9	5	173.49367000000004	0.057999999999999996	25.0	115.0	0.99567	3.15	0.46
6.0	0.33	0.26	5.1	9.2	5	160.49515999999997	0.051	16.0	119.0	0.99416	3.15	0.41
6.0	0.33	0.26	5.1	9.2	5	160.49515999999997	0.051	16.0	119.0	0.99416	3.15	0.41
5.8	0.32	0.23	1.5	12.0	5	184.1817	0.033	39.0	121.0	0.9887	2.96	0.35
5.8	0.3	0.23	1.5	12.1	6	182.25271	0.034	37.0	121.0	0.9887100000000001	2.96	0.34
3.8	0.31	0.02	11.1	12.4	6	166.84848	0.036000000000000004	20.0	114.0	0.9924799999999999	3.75	0.44
6.2	0.36	0.22	5.25	11.2	6	216.87983999999997	0.038	44.0	145.0	0.9918399999999999	3.22	0.4
6.0	0.31	0.27	2.3	12.7	7	165.34151999999997	0.042	19.0	120.0	0.9895200000000001	3.32	0.41
6.9	0.52	0.54	7.9	12.2	6	224.81867	0.036000000000000004	23.0	169.0	0.99267	3.26	0.47
7.0	0.55	0.05	8.0	12.2	6	215.54869	0.036000000000000004	19.0	164.0	0.99269	3.26	0.46
5.8	0.2	0.16	1.4	12.2	6	167.39111999999997	0.042	44.0	99.0	0.9891200000000001	3.23	0.37
6.2	0.36	0.22	5.25	11.2	6	216.87983999999997	0.038	44.0	145.0	0.9918399999999999	3.22	0.4
6.0	0.31	0.27	2.3	12.7	7	165.34151999999997	0.042	19.0	120.0	0.9895200000000001	3.32	0.41
6.0	0.29	0.27	2.3	12.7	7	163.3135	0.044000000000000004	20.0	117.0	0.9895	3.31	0.41
5.7	0.22	0.29	3.5	12.1	6	199.36999	0.04	27.0	146.0	0.9899899999999999	3.17	0.36
7.1	0.46	0.23	13.7	9.4	5	271.57309999999995	0.045	44.0	192.0	0.9981	3.11	0.53
6.6	0.21	0.3	9.9	10.1	6	269.716	0.040999999999999995	64.0	174.0	0.995	3.07	0.5
6.9	0.42	0.2	15.4	9.4	5	294.98148	0.043	57.0	201.0	0.9984799999999999	3.08	0.54
5.7	0.22	0.2	16.0	8.9	6	189.74262000000002	0.044000000000000004	41.0	113.0	0.9986200000000001	3.22	0.46
5.7	0.22	0.2	16.0	8.9	6	189.74262000000002	0.044000000000000004	41.0	113.0	0.9986200000000001	3.22	0.46
5.7	0.22	0.2	16.0	8.9	6	189.74262000000002	0.044000000000000004	41.0	113.0	0.9986200000000001	3.22	0.46
5.7	0.22	0.2	16.0	8.9	6	189.74262000000002	0.044000000000000004	41.0	113.0	0.9986200000000001	3.22	0.46
5.2	0.31	0.2	2.4	13.0	7	170.13585999999998	0.027000000000000003	27.0	117.0	0.9888600000000001	3.56	0.45
7.2	0.22	0.35	5.5	10.3	5	248.19874000000004	0.054000000000000006	37.0	183.0	0.99474	3.08	0.5
5.6	0.18	0.29	2.3	10.1	4	75.02125999999998	0.04	5.0	47.0	0.99126	3.07	0.45
6.2	0.24	0.27	16.8	10.5	6	215.65690999999998	0.04	48.0	129.0	0.9969100000000001	3.23	0.38
5.7	0.22	0.2	16.0	8.9	6	189.74262000000002	0.044000000000000004	41.0	113.0	0.9986200000000001	3.22	0.46
5.7	0.26	0.24	17.8	10.1	5	185.95673000000002	0.059000000000000004	23.0	124.0	0.9977299999999999	3.3	0.5
5.7	0.26	0.24	17.8	10.1	5	185.95673000000002	0.059000000000000004	23.0	124.0	0.9977299999999999	3.3	0.5
6.0	0.2	0.26	6.8	11.0	6	143.87179999999998	0.049	22.0	93.0	0.9928	3.15	0.42
6.0	0.2	0.26	6.8	11.0	6	143.87179999999998	0.049	22.0	93.0	0.9928	3.15	0.42
6.0	0.2	0.26	6.8	11.0	6	143.87179999999998	0.049	22.0	93.0	0.9928	3.15	0.42
6.0	0.2	0.26	6.8	11.0	6	143.87179999999998	0.049	22.0	93.0	0.9928	3.15	0.42
7.6	0.28	0.17	1.6	10.0	5	169.19888000000003	0.046	28.0	117.0	0.9928799999999999	3.08	0.43
7.0	0.2	0.33	4.7	10.5	6	128.17202	0.03	25.0	76.0	0.9920200000000001	2.88	0.54
6.6	0.26	0.27	11.8	9.7	6	173.03406	0.048	28.0	112.0	0.9960600000000001	2.87	0.49
5.7	0.26	0.24	17.8	10.1	5	185.95673000000002	0.059000000000000004	23.0	124.0	0.9977299999999999	3.3	0.5
7.2	0.21	0.36	15.7	9.4	5	288.92422	0.045	68.0	183.0	0.9992200000000001	3.25	0.76
6.9	0.22	0.32	5.8	11.2	6	168.19396	0.040999999999999995	20.0	119.0	0.9929600000000001	3.17	0.55
7.2	0.21	0.36	15.7	9.4	5	288.92422	0.045	68.0	183.0	0.9992200000000001	3.25	0.76
7.4	0.22	0.28	9.0	10.8	5	175.39068000000003	0.046	22.0	121.0	0.9946799999999999	3.1	0.55
7.2	0.21	0.36	15.7	9.4	5	288.92422	0.045	68.0	183.0	0.9992200000000001	3.25	0.76
6.9	0.22	0.32	5.8	11.2	6	168.19396	0.040999999999999995	20.0	119.0	0.9929600000000001	3.17	0.55
7.0	0.2	0.35	8.8	11.0	6	166.00088	0.037000000000000005	31.0	103.0	0.9938799999999999	3.13	0.49
5.6	0.26	0.0	10.2	12.4	6	157.39115	0.038	13.0	111.0	0.99315	3.44	0.46
6.3	0.28	0.3	6.6	9.4	6	241.58277999999999	0.20800000000000002	60.0	154.0	0.9947799999999999	3.1	0.4
6.4	0.29	0.3	6.5	9.4	5	245.59378	0.209	62.0	156.0	0.9947799999999999	3.1	0.4
7.2	0.34	0.23	8.9	9.5	5	207.86191999999997	0.105	22.0	155.0	0.99692	3.01	0.58
7.1	0.39	0.39	11.1	10.0	6	262.58016	0.034	25.0	204.0	0.99616	3.05	0.52
6.9	0.26	0.29	4.2	12.5	6	175.6532	0.043	33.0	114.0	0.9902	3.16	0.31
6.1	0.24	0.25	1.6	10.9	6	163.1061	0.044000000000000004	24.0	115.0	0.9921	3.39	0.59
5.9	0.25	0.24	7.4	10.5	6	163.28862	0.044000000000000004	21.0	113.0	0.9946200000000001	3.38	0.58
6.1	0.24	0.27	11.5	10.8	6	217.54476000000003	0.05	51.0	133.0	0.9947600000000001	3.22	0.37
6.5	0.22	0.27	1.6	11.0	7	176.57077999999998	0.039	36.0	116.0	0.9917799999999999	3.38	0.57
6.2	0.26	0.29	2.0	11.8	6	128.51681	0.036000000000000004	16.0	87.0	0.9908100000000001	3.33	0.61
6.6	0.34	0.25	4.8	12.6	6	166.68998000000002	0.038	16.0	121.0	0.99198	3.36	0.71
5.6	0.225	0.24	9.8	10.2	6	229.67444999999998	0.054000000000000006	59.0	140.0	0.99545	3.17	0.39
7.1	0.23	0.28	1.9	12.0	5	161.97597	0.046	33.0	103.0	0.9899700000000001	3.12	0.31
6.9	0.26	0.29	4.2	12.5	6	175.6532	0.043	33.0	114.0	0.9902	3.16	0.31
6.4	0.27	0.3	1.6	11.5	6	130.07089	0.04	19.0	86.0	0.9908899999999999	3.32	0.65
6.3	0.41	0.22	7.3	11.94	7	170.78671999999997	0.035	23.0	117.0	0.99172	3.2	0.39
6.7	0.41	0.24	5.4	12.89333333	7	178.22843333	0.035	33.0	115.0	0.9901	3.12	0.44
7.2	0.585	0.2	10.4	9.4	5	143.39781	0.086	17.0	94.0	0.9968100000000001	3.13	0.4
6.7	0.34	0.26	1.9	12.2	7	221.89729999999994	0.038	58.0	138.0	0.9893	3.0	0.47
6.3	0.41	0.22	7.3	11.94	7	170.78671999999997	0.035	23.0	117.0	0.99172	3.2	0.39
6.7	0.41	0.24	5.4	12.89333333	7	178.22843333	0.035	33.0	115.0	0.9901	3.12	0.44
6.4	0.26	0.35	7.7	9.5	5	264.92127	0.055999999999999994	45.0	191.0	0.9952700000000001	3.16	0.5
6.3	0.28	0.22	11.5	10.6	6	210.26045000000002	0.036000000000000004	27.0	150.0	0.99445	3.0	0.33
7.4	0.16	0.33	1.2	10.5	7	192.34398	0.042	47.0	121.0	0.99198	3.04	0.68
8.4	0.27	0.3	2.2	11.46666667	6	191.85451666999998	0.037000000000000005	36.0	129.0	0.99085	2.89	0.3
5.9	0.2	0.28	1.0	11.4	6	168.62333	0.043	45.0	100.0	0.9903299999999999	3.4	0.41
6.4	0.24	0.26	8.2	9.5	5	258.26938	0.054000000000000006	47.0	182.0	0.9953799999999999	3.12	0.5
7.4	0.38	0.34	8.3	9.2	5	242.29827000000003	0.052000000000000005	44.0	168.0	0.9962700000000001	3.11	0.52
6.4	0.24	0.26	8.2	9.5	5	258.26938	0.054000000000000006	47.0	182.0	0.9953799999999999	3.12	0.5
6.4	0.42	0.19	9.3	10.98	5	205.08732999999998	0.043	28.0	145.0	0.9943299999999999	3.23	0.53
6.4	0.23	0.26	8.1	9.4	5	257.0494	0.054000000000000006	47.0	181.0	0.9954	3.12	0.49
6.4	0.24	0.26	8.2	9.5	5	258.26938	0.054000000000000006	47.0	182.0	0.9953799999999999	3.12	0.5
7.4	0.38	0.34	8.3	9.2	5	242.29827000000003	0.052000000000000005	44.0	168.0	0.9962700000000001	3.11	0.52
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
6.8	0.24	0.29	2.0	10.4	8	135.63632	0.044000000000000004	15.0	96.0	0.9923200000000001	3.23	0.64
7.3	0.19	0.27	13.9	8.8	8	234.86507	0.057	45.0	155.0	0.9980700000000001	2.94	0.41
7.4	0.27	0.52	15.7	10.03333333	6	213.63521333000003	0.054000000000000006	36.0	139.0	0.9978799999999999	3.04	0.62
5.7	0.28	0.35	1.2	11.3	6	204.00308	0.052000000000000005	39.0	141.0	0.99108	3.44	0.69
5.8	0.22	0.25	1.5	10.4	6	153.13634000000005	0.024	21.0	109.0	0.99234	3.37	0.58
6.7	0.27	0.69	1.2	9.2	6	164.61888000000002	0.17600000000000002	36.0	106.0	0.9928799999999999	2.96	0.43
7.1	0.2	0.35	3.2	11.1	6	154.62595	0.034	21.0	107.0	0.99195	3.11	0.54
6.7	0.27	0.69	1.2	9.2	6	164.61888000000002	0.17600000000000002	36.0	106.0	0.9928799999999999	2.96	0.43
7.1	0.23	0.3	2.6	11.3	7	236.14521	0.034	62.0	148.0	0.99121	3.03	0.56
7.6	0.31	0.52	13.2	9.1	6	244.22038999999998	0.042	61.0	148.0	0.99839	2.98	0.47
7.2	0.34	0.28	10.4	9.4	5	262.25538	0.10800000000000001	43.0	187.0	0.9973799999999999	2.96	0.57
7.0	0.36	0.25	5.7	13.2	6	117.92463000000001	0.015	14.0	73.0	0.9896299999999999	2.82	0.59
6.4	0.31	0.28	2.5	12.7	6	197.81846	0.039	34.0	137.0	0.98946	3.22	0.38
7.3	0.28	0.35	1.6	10.7	5	203.92578	0.054000000000000006	31.0	148.0	0.9917799999999999	3.18	0.47
7.4	0.16	0.3	1.4	11.43333333	6	225.27869332999998	0.064	34.0	166.0	0.99136	3.11	0.42
6.4	0.31	0.27	7.4	11.1	6	247.24223	0.049	48.0	169.0	0.99323	3.27	0.45
6.4	0.31	0.28	2.5	12.7	6	197.81846	0.039	34.0	137.0	0.98946	3.22	0.38
6.2	0.29	0.29	5.6	10.53333333	5	240.71246333	0.046	35.0	178.0	0.99313	3.25	0.51
5.9	0.28	0.34	3.6	11.6	6	270.58119999999997	0.04	50.0	194.0	0.9912	3.31	0.52
6.5	0.23	0.2	7.5	9.533333333	5	251.66837333299998	0.05	44.0	179.0	0.9950399999999999	3.18	0.48
7.2	0.34	0.2	5.8	9.8	6	283.00661	0.062	52.0	203.0	0.99461	3.17	0.44
7.3	0.28	0.35	1.6	10.7	5	203.92578	0.054000000000000006	31.0	148.0	0.9917799999999999	3.18	0.47
6.5	0.2	0.33	1.5	12.0	6	171.42908000000003	0.039	36.0	110.0	0.99008	3.22	0.65
6.2	0.24	0.27	2.9	12.8	6	179.92859000000004	0.039	30.0	123.0	0.98959	3.12	0.37
7.1	0.31	0.25	11.2	9.5	5	200.94463	0.048	32.0	136.0	0.9966299999999999	3.14	0.4
6.4	0.29	0.21	9.65	10.93333333	6	186.84767333000002	0.040999999999999995	36.0	119.0	0.99334	2.99	0.34
6.3	0.19	0.33	10.1	9.1	5	226.34861	0.063	63.0	133.0	0.99561	2.86	0.41
5.9	0.29	0.28	3.2	12.6	6	159.97458999999998	0.035	16.0	117.0	0.98959	3.26	0.42
7.1	0.31	0.25	11.2	9.5	5	200.94463	0.048	32.0	136.0	0.9966299999999999	3.14	0.4
6.5	0.3	0.28	11.45	10.9	6	171.74518	0.040999999999999995	29.0	109.0	0.99418	2.98	0.3
6.4	0.29	0.21	9.65	10.93333333	6	186.84767333000002	0.040999999999999995	36.0	119.0	0.99334	2.99	0.34
6.5	0.22	0.19	4.5	9.6	5	156.5597	0.096	16.0	115.0	0.9937	3.02	0.44
7.0	0.23	0.28	2.7	9.3	5	132.29672000000002	0.053	16.0	92.0	0.99372	3.18	0.56
7.1	0.23	0.23	3.5	11.36666667	6	161.87623667000003	0.038	23.0	112.0	0.9915700000000001	3.05	0.37
6.1	0.26	0.28	1.7	12.5	6	147.45218	0.043	24.0	98.0	0.98918	3.14	0.44
6.4	0.35	0.21	2.1	9.5	5	240.2642	0.051	46.0	171.0	0.9932	3.16	0.5
6.0	0.32	0.32	4.8	11.0	6	253.23334999999997	0.040999999999999995	40.0	186.0	0.99235	3.22	0.54
6.1	0.34	0.21	5.0	9.4	5	175.63573000000002	0.042	17.0	133.0	0.9937299999999999	3.02	0.53
6.5	0.13	0.27	2.6	11.33333333	6	133.82973332999998	0.035	32.0	76.0	0.9914	3.21	0.76
6.5	0.315	0.2	6.6	8.8	5	161.90094000000002	0.040999999999999995	9.0	126.0	0.9949399999999999	2.94	0.51
6.1	0.34	0.21	5.0	9.4	5	175.63573000000002	0.042	17.0	133.0	0.9937299999999999	3.02	0.53
5.7	0.31	0.29	7.3	11.06666667	6	205.51998666999998	0.05	33.0	143.0	0.9933200000000001	3.31	0.5
6.4	0.3	0.27	5.0	12.2	6	206.92998	0.057999999999999996	27.0	151.0	0.99198	3.22	0.49
7.0	0.24	0.26	1.7	11.0	6	165.96241999999998	0.040999999999999995	31.0	110.0	0.9914200000000001	3.2	0.53
6.5	0.13	0.27	2.6	11.33333333	6	133.82973332999998	0.035	32.0	76.0	0.9914	3.21	0.76
6.4	0.26	0.21	8.2	9.5	5	262.32541999999995	0.05	51.0	182.0	0.9954200000000001	3.23	0.48
6.4	0.26	0.21	8.2	9.5	5	262.32541999999995	0.05	51.0	182.0	0.9954200000000001	3.23	0.48
6.0	0.27	0.31	5.0	11.0	6	251.41540000000003	0.043	54.0	170.0	0.9924	3.28	0.52
7.1	0.21	0.33	1.2	11.2	6	155.93012000000002	0.039	34.0	97.0	0.9911200000000001	3.11	0.75
6.7	0.26	0.29	7.1	9.3	6	156.12134000000003	0.036000000000000004	28.0	100.0	0.99534	3.08	0.36
6.3	0.28	0.22	9.5	10.8	4	172.49338000000003	0.04	30.0	111.0	0.9933799999999999	3.05	0.31
6.2	0.25	0.44	15.8	9.2	5	242.59503999999998	0.057	39.0	167.0	0.9980399999999999	3.14	0.51
7.3	0.22	0.37	15.5	9.4	5	310.85698999999994	0.048	70.0	203.0	0.9989899999999999	3.25	0.77
6.2	0.25	0.44	15.8	9.2	5	242.59503999999998	0.057	39.0	167.0	0.9980399999999999	3.14	0.51
6.4	0.18	0.28	17.05	10.5	6	231.05424	0.047	53.0	139.0	0.99724	3.25	0.35
6.3	0.2	0.26	12.7	10.8	6	237.91126	0.046	60.0	143.0	0.99526	3.26	0.35
6.6	0.24	0.22	12.3	9.4	5	214.57775999999998	0.051	35.0	146.0	0.9967600000000001	3.1	0.67
7.4	0.27	0.26	11.8	9.8	5	262.28999	0.053	55.0	173.0	0.9969899999999999	3.11	0.6
7.4	0.27	0.26	11.8	9.8	5	262.28999	0.053	55.0	173.0	0.9969899999999999	3.11	0.6
7.4	0.27	0.26	11.8	9.8	5	262.28999	0.053	55.0	173.0	0.9969899999999999	3.11	0.6
6.6	0.24	0.22	12.3	9.4	5	214.57775999999998	0.051	35.0	146.0	0.9967600000000001	3.1	0.67
7.4	0.27	0.26	11.8	9.8	5	262.28999	0.053	55.0	173.0	0.9969899999999999	3.11	0.6
7.1	0.38	0.29	13.6	12.1	6	205.48561	0.040999999999999995	30.0	137.0	0.99461	3.02	0.96
6.8	0.43	0.26	5.2	12.3	6	245.60416	0.043	40.0	176.0	0.99116	3.17	0.41
5.2	0.22	0.46	6.2	9.733333333	5	254.48295333299998	0.066	41.0	187.0	0.9936200000000001	3.19	0.42
5.9	0.29	0.16	7.9	9.4	5	273.25912	0.044000000000000004	48.0	197.0	0.9951200000000001	3.21	0.36
5.9	0.29	0.16	7.9	9.4	5	273.25912	0.044000000000000004	48.0	197.0	0.9951200000000001	3.21	0.36
6.3	0.29	0.29	3.3	12.8	7	199.53650000000002	0.037000000000000005	32.0	140.0	0.9895	3.17	0.36
6.3	0.19	0.32	2.8	11.05	6	123.08643	0.046	18.0	80.0	0.9904299999999999	2.92	0.47
5.7	0.29	0.16	7.9	9.4	5	273.05912	0.044000000000000004	48.0	197.0	0.9951200000000001	3.21	0.36
6.3	0.29	0.29	3.3	12.8	7	199.53650000000002	0.037000000000000005	32.0	140.0	0.9895	3.17	0.36
5.7	0.24	0.47	6.3	9.733333333	5	244.076243333	0.069	35.0	182.0	0.9939100000000001	3.11	0.46
5.8	0.3	0.38	4.9	13.1	7	137.31863	0.039	22.0	86.0	0.9896299999999999	3.23	0.58
7.1	0.27	0.27	10.4	11.5	7	174.13435	0.040999999999999995	26.0	114.0	0.99335	3.04	0.52
5.8	0.3	0.38	4.9	13.1	7	137.31863	0.039	22.0	86.0	0.9896299999999999	3.23	0.58
7.1	0.27	0.27	10.4	11.5	7	174.13435	0.040999999999999995	26.0	114.0	0.99335	3.04	0.52
6.3	0.305	0.22	16.0	9.1	5	203.56424	0.061	26.0	141.0	0.99824	3.08	0.5
5.7	0.24	0.47	6.3	9.75	5	244.09291000000002	0.069	35.0	182.0	0.9939100000000001	3.11	0.46
6.2	0.22	0.28	2.2	10.5	6	173.1017	0.04	24.0	125.0	0.9917	3.19	0.48
6.6	0.22	0.23	17.3	8.8	6	192.73606000000004	0.047	37.0	118.0	0.9990600000000001	3.08	0.46
6.6	0.22	0.23	17.3	8.8	6	192.73606000000004	0.047	37.0	118.0	0.9990600000000001	3.08	0.46
6.6	0.22	0.23	17.3	8.8	6	192.73606000000004	0.047	37.0	118.0	0.9990600000000001	3.08	0.46
6.6	0.22	0.23	17.3	8.8	6	192.73606000000004	0.047	37.0	118.0	0.9990600000000001	3.08	0.46
6.2	0.22	0.28	2.2	10.5	6	173.1017	0.04	24.0	125.0	0.9917	3.19	0.48
6.2	0.22	0.28	2.2	10.5	6	173.1017	0.04	24.0	125.0	0.9917	3.19	0.48
6.6	0.22	0.23	17.3	8.8	6	192.73606000000004	0.047	37.0	118.0	0.9990600000000001	3.08	0.46
6.1	0.22	0.5	6.6	9.9	6	180.06915	0.045	30.0	122.0	0.99415	3.22	0.49
6.2	0.21	0.52	6.5	9.9	6	179.08118000000002	0.047	28.0	123.0	0.99418	3.22	0.49
6.3	0.32	0.26	12.3	9.9	5	262.81011	0.044000000000000004	24.0	205.0	0.99611	3.11	0.58
6.9	0.44	0.27	5.0	12.2	6	228.45924	0.038	33.0	166.0	0.99124	3.2	0.42
6.1	0.31	0.34	2.8	10.8	6	246.62379000000004	0.042	59.5	162.0	0.99179	3.27	0.47
8.1	0.36	0.59	13.6	8.7	5	229.74986	0.051	60.0	134.0	0.9988600000000001	2.96	0.39
6.6	0.38	0.28	2.8	13.2	6	111.97224	0.043	17.0	67.0	0.98924	3.21	0.47
6.7	0.24	0.26	5.4	12.7	6	138.85045	0.03	15.0	94.0	0.99045	3.15	0.38
6.9	0.56	0.26	10.9	9.4	5	280.72689999999994	0.06	55.0	193.0	0.9969	3.21	0.44
7.2	0.24	0.24	1.7	11.2	6	204.39696	0.045	18.0	161.0	0.9919600000000001	3.25	0.53
6.5	0.29	0.3	9.15	11.33333333	6	223.41772333	0.051	25.0	166.0	0.99339	3.24	0.56
6.7	0.28	0.28	4.5	11.9	6	134.64324	0.051	14.0	92.0	0.99224	3.36	0.58
